uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final,explain
22035,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1059,0,10,148,78,10,20,14,0.4230769230769231,0.7,0.7035304618715452,0.7937089087592324,0.656934133333127,0.45,0.0
30897,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1054,0,10,146,78,10,55,32,0.358974358974359,0.55,0.5934284026085295,0.7876053306131197,0.6132679742857762,0.4,0.0
267,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1105,0,10,148,78,10,121,65,0.2051282051282051,0.25,0.2032886164705803,0.7839929935005584,0.1740656797622742,0.35,0.0
267,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1105,0,10,148,78,10,121,65,0.2051282051282051,0.25,0.2032886164705803,0.7839929935005584,0.1740656797622742,0.35,0.0
22035,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1059,0,10,148,78,10,20,14,0.4230769230769231,0.7,0.7035304618715452,0.7937089087592324,0.656934133333127,0.45,0.0
30897,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1054,0,10,146,78,10,55,32,0.358974358974359,0.55,0.5934284026085295,0.7876053306131197,0.6132679742857762,0.4,0.0
22035,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1059,0,10,148,78,10,20,14,0.4230769230769231,0.7,0.7035304618715452,0.7937089087592324,0.656934133333127,0.45,0.0
267,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1116,0,10,148,78,10,121,65,0.2179487179487179,0.4,0.401843964478107,0.7882916659701027,0.4432089515661497,0.35,0.0
69716,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1139,0,10,147,78,10,36,23,0.1794871794871795,0.5,0.5817087550722774,0.7814551833135409,0.6524899380375386,0.3,0.0
60863,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1054,0,10,146,77,10,69,39,0.2857142857142857,0.4,0.3645934917670606,0.7852417467867073,0.3826054088670187,0.4,0.0
69716,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1149,0,10,147,78,10,36,23,0.2051282051282051,0.6,0.6475374976594432,0.7884262917746907,0.6630626934554953,0.35,0.0
30897,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1057,0,10,146,78,10,55,32,0.3333333333333333,0.55,0.5923292023721358,0.7873477643141401,0.60785861756063,0.4,0.0
69716,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1138,0,10,147,78,10,36,23,0.2179487179487179,0.6,0.6734856592823124,0.7815742235784521,0.7503030663866577,0.3,0.0
31193,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1041,0,10,150,79,10,45,27,0.3417721518987341,0.65,0.6928633716077108,0.7856548354460051,0.6855505272591186,0.5,0.0
19741,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1101,0,10,150,80,10,82,45,0.175,0.35,0.4066011903303641,0.7920672062441353,0.4129389541057497,0.0,0.0
13014,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1086,0,10,149,79,10,23,16,0.3291139240506329,0.75,0.7793147646697859,0.7863372928887385,0.7810983024972963,0.45,0.0
19741,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1101,0,10,150,80,10,82,45,0.175,0.35,0.4066011903303641,0.7920672062441353,0.4129389541057497,0.0,0.0
12986,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1032,0,10,150,80,10,16,13,0.475,0.85,0.8875762131318825,0.79087141373386,0.9306487621425704,0.5,0.0
19741,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1101,0,10,150,80,10,82,45,0.175,0.35,0.4066011903303641,0.7920672062441353,0.4129389541057497,0.0,0.0
8858,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1017,0,10,150,80,10,16,13,0.325,0.65,0.7409700150846384,0.7829735109533991,0.840582064349479,0.5,0.0
31193,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1041,0,10,150,79,10,45,27,0.3417721518987341,0.65,0.6928633716077108,0.7856548354460051,0.6855505272591186,0.5,0.0
31193,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1041,0,10,150,79,10,45,27,0.3417721518987341,0.65,0.6928633716077108,0.7856548354460051,0.6855505272591186,0.5,0.0
8858,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1009,0,10,150,80,10,16,13,0.3625,0.7,0.7669056132341247,0.786644079950732,0.8229737443069485,0.25,0.0
12986,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1032,0,10,150,80,10,16,13,0.475,0.85,0.8868163759223369,0.7908714137338603,0.9273154288092368,0.5,0.0
12986,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1032,0,10,150,80,10,16,13,0.475,0.85,0.8868163759223369,0.7908714137338603,0.9273154288092368,0.5,0.0
8858,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1009,0,10,150,80,10,16,13,0.3625,0.7,0.7664818302754762,0.7873409796743089,0.8217591694081632,0.05,0.0
13014,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1086,0,10,149,79,10,23,16,0.3291139240506329,0.75,0.7793147646697859,0.7863372928887385,0.7810983024972963,0.45,0.0
13014,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1086,0,10,149,79,10,23,16,0.3291139240506329,0.75,0.7793147646697859,0.7863372928887385,0.7810983024972963,0.45,0.0
38047,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1032,0,10,151,80,10,20,14,0.3125,0.85,0.8960285687450155,0.7980081907545464,0.9600125927564008,0.4,0.0
3304,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1092,0,10,150,80,10,90,50,0.3,0.5,0.6223977701893165,0.7904922437656474,0.7564737320213327,0.0,0.0
38047,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1033,0,10,151,80,10,20,14,0.325,0.85,0.8978679294784279,0.7951744818169134,0.9687103481743576,0.4,0.0
3304,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1091,0,10,150,80,10,90,50,0.2875,0.5,0.6213198823903783,0.7949207158721948,0.752307065354666,0.0,0.0
42773,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1047,0,10,150,80,10,12,10,0.3375,0.85,0.8745115099556235,0.7946023821969806,0.8778787339681304,0.5,0.0
28452,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1091,0,10,150,80,10,55,32,0.2,0.5,0.5697629221674667,0.7952878503511145,0.6467725998202005,0.3,0.0
42773,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1051,0,10,150,80,10,12,10,0.2,0.65,0.7274721072624549,0.7984259306703413,0.7968480440268365,0.35,0.0
3304,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1091,0,10,150,80,10,90,50,0.2875,0.5,0.6213198823903783,0.7949207158721948,0.752307065354666,0.0,0.0
28452,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1099,0,10,150,80,10,55,32,0.2125,0.55,0.6015008804240377,0.7900825105368539,0.6491264009897912,0.25,0.0
42773,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1051,0,10,150,80,10,12,10,0.2,0.65,0.7260343949313814,0.7984259306703413,0.7918480440268365,0.35,0.0
28452,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1099,0,10,150,80,10,55,32,0.2125,0.55,0.6015008804240377,0.7900825105368539,0.6491264009897912,0.25,0.0
70782,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1077,0,10,150,80,10,36,23,0.25,0.5,0.5428719206777015,0.7852974095462014,0.5787743684763809,0.5,0.0
70782,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1070,0,10,150,80,10,36,23,0.225,0.7,0.7318524158090939,0.7913320084775655,0.7455854819844757,0.05,0.0
70782,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1070,0,10,150,80,10,36,23,0.225,0.7,0.7318524158090939,0.7913320084775655,0.7455854819844757,0.05,0.0
38047,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1032,0,10,151,80,10,20,14,0.325,0.85,0.8972424486071588,0.7957107760444581,0.9657691717037692,0.4,0.0
69875,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1096,1,10,151,80,10,21,15,0.3,0.75,0.7409917788362003,0.7907903771759981,0.6929832231322168,0.0,0.0
69469,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,994,0,10,151,80,10,14,12,0.25,0.95,0.9671350294324228,0.7975103636236182,0.9948684210526316,0.5,0.0
6625,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1013,0,10,152,80,10,11,10,0.35,0.9,0.9313054208631412,0.7972564402428499,0.9766197048995032,0.55,0.0
35488,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1070,0,10,151,80,10,22,16,0.3625,0.7,0.717367309286286,0.7832741965103359,0.6852390974178898,0.35,0.0
69469,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,997,0,10,151,80,10,14,12,0.25,0.95,0.9659370277440176,0.7977842041324876,0.9891494668042654,0.45,0.0
13472,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1114,0,10,151,80,10,62,35,0.25,0.6,0.6594170885157216,0.7913521749305018,0.6788644611322631,0.4,0.0
13472,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1110,0,10,151,80,10,62,35,0.25,0.55,0.62563175971497,0.7905992207251432,0.6699061277989298,0.4,0.0
35488,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1070,0,10,151,80,10,22,16,0.35,0.7,0.717367309286286,0.7821479602873695,0.6852390974178898,0.35,0.0
6625,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1011,0,10,152,80,10,11,10,0.35,0.95,0.963643712011461,0.7999306432038147,0.9791197048995034,0.55,0.0
69875,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1096,1,10,151,80,10,21,15,0.3,0.75,0.7409917788362003,0.7907903771759981,0.6929832231322168,0.0,0.0
69469,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1001,0,10,151,80,10,14,12,0.275,0.85,0.8974899879176584,0.790252371323558,0.9676419721059814,0.5,0.0
13472,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1110,0,10,151,80,10,62,35,0.25,0.55,0.62563175971497,0.7905992207251432,0.6699061277989298,0.4,0.0
35488,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1067,0,10,151,80,10,22,16,0.2625,0.65,0.6833187185505146,0.7830294866936385,0.6755596102384027,0.3,0.0
69875,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1099,1,10,151,80,10,21,15,0.225,0.55,0.6224842110598954,0.7881331046733326,0.6864425774603793,0.0,0.0
6625,22222,5,20,False,3,0.0,stratified,few,4,0.75,0.99,gpt,1011,0,10,152,80,10,11,10,0.35,0.95,0.963643712011461,0.7999306432038147,0.9791197048995034,0.55,0.0
59327,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,791,0,10,138,73,10,24,17,0.2602739726027397,0.65,0.7319300997996738,0.7908470991777754,0.8240809959734108,0.45,0.0
59327,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,791,0,10,138,73,10,24,17,0.2602739726027397,0.65,0.7319300997996738,0.7908470991777754,0.8240809959734108,0.45,0.0
59557,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,832,0,10,138,73,10,19,14,0.3835616438356164,0.8,0.8600134987359114,0.7979211210867206,0.9426699609729796,0.45,0.0
3541,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,845,0,10,138,74,10,20,14,0.3783783783783784,0.8,0.8443387976381868,0.7869864450066889,0.8825276523012592,0.45,0.0
59557,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,844,0,10,138,73,10,19,14,0.4794520547945205,0.9,0.929739817392717,0.7928404459173419,0.9687156002751978,0.45,0.0
59557,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,843,0,10,138,73,10,19,14,0.4383561643835616,0.7,0.6995282018191998,0.7832017107585802,0.6798072580154623,0.45,0.0
57977,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,854,0,10,138,73,10,22,16,0.2191780821917808,0.45,0.4576056033603922,0.7774595322153561,0.4087639521211502,0.55,0.0
59327,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,846,0,10,138,73,10,24,17,0.273972602739726,0.6,0.6876387849176376,0.7887563176275725,0.7835212136934273,0.45,0.0
13656,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,888,0,10,138,73,10,12,11,0.1643835616438356,0.5,0.5290620895047224,0.7832578902887118,0.5302870020846028,0.4,0.0
57977,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,854,0,10,138,73,10,22,16,0.2191780821917808,0.45,0.4576056033603922,0.7774595322153561,0.4087639521211502,0.55,0.0
3541,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,845,0,10,138,74,10,20,14,0.3783783783783784,0.8,0.8443387976381868,0.7869864450066889,0.8825276523012592,0.45,0.0
3541,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,845,0,10,138,74,10,20,14,0.3783783783783784,0.8,0.8443387976381868,0.7869864450066889,0.8825276523012592,0.45,0.0
13656,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,890,0,10,138,73,10,12,11,0.1506849315068493,0.45,0.5379494147322165,0.7757494709482851,0.5944805965877947,0.45,0.0
57977,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,854,0,10,138,73,10,22,16,0.2191780821917808,0.45,0.4582310842316612,0.7774595322153561,0.4117051285917384,0.55,0.0
13656,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,888,0,10,138,73,10,12,11,0.1643835616438356,0.5,0.5290620895047224,0.7832578902887118,0.5302870020846028,0.4,0.0
5978,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,877,0,10,140,74,10,55,32,0.2567567567567567,0.45,0.4394227997997195,0.7760161772915473,0.4415560649790525,0.45,0.0
17307,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,829,0,10,140,74,10,14,11,0.4054054054054054,0.8,0.8357551751952065,0.8008526317597303,0.8638517652797839,0.45,0.0
11188,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,874,0,10,139,74,10,26,17,0.3513513513513513,0.7,0.7305008845993671,0.799661308160777,0.7271584484916527,0.4,0.0
17307,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,828,0,10,140,74,10,14,11,0.3108108108108108,0.7,0.758941730517584,0.7976199605716098,0.804678844762049,0.45,0.0
60450,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,908,0,10,139,74,10,90,50,0.1351351351351351,0.4,0.3687541595672907,0.7964825387802935,0.4020150270266369,0.35,0.0
60450,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,908,0,10,139,74,10,90,50,0.1351351351351351,0.4,0.3641657922044366,0.7964825387802934,0.3886221698837798,0.35,0.0
29421,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,909,0,10,140,74,10,82,46,0.1891891891891892,0.2631578947368421,0.2541388322789886,0.7818042345990013,0.2509366608804445,0.1052631578947368,0.0
29421,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,909,0,10,140,74,10,82,46,0.1891891891891892,0.2631578947368421,0.2541388322789886,0.7818042345990013,0.2509366608804445,0.1052631578947368,0.0
11188,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,879,0,10,139,74,10,26,17,0.2972972972972973,0.75,0.767625379057294,0.8017947334015183,0.7597072140106196,0.15,0.0
29421,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,913,0,10,140,74,10,82,46,0.1891891891891892,0.2631578947368421,0.2547304861719756,0.77970688027849,0.2538606374886316,0.1052631578947368,0.0
11188,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,865,0,10,139,74,10,26,17,0.3783783783783784,0.85,0.8303176499151803,0.7975898852029215,0.8013924424818389,0.15,0.0
17307,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,829,0,10,140,74,10,14,11,0.4054054054054054,0.8,0.834557173506801,0.8008526317597303,0.858132811031418,0.45,0.0
5978,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,877,0,10,140,74,10,55,32,0.2567567567567567,0.45,0.4394227997997195,0.7760161772915473,0.4415560649790525,0.45,0.0
60450,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,907,0,10,139,74,10,90,50,0.1351351351351351,0.4,0.5304453286775319,0.7944067323134002,0.6656645719261818,0.35,0.0
5978,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,877,0,10,140,74,10,55,32,0.2567567567567567,0.45,0.4394227997997195,0.7760161772915473,0.4415560649790525,0.45,0.0
6323,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,819,0,10,140,75,10,35,22,0.2933333333333333,0.35,0.3082764670164638,0.7848464951838565,0.2863915584329671,0.15,0.0
14918,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,904,0,10,140,75,10,52,30,0.4266666666666667,0.85,0.8591839889394532,0.7877198010823281,0.8355969879363844,0.3,0.0
6323,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,818,0,10,140,75,10,35,22,0.2933333333333333,0.4,0.3423394392724462,0.7883228263738064,0.2972420916287016,0.15,0.0
45050,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,907,0,10,140,75,10,23,16,0.2533333333333333,0.6,0.669494152992918,0.7859731276705583,0.7207299077771213,0.4,0.0
45050,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,907,0,10,140,75,10,23,16,0.2533333333333333,0.6,0.669494152992918,0.7859731276705583,0.7207299077771213,0.4,0.0
41335,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,849,0,10,140,75,10,47,28,0.36,0.6,0.7075927998851517,0.7890714269595351,0.8328095386725417,0.4,0.0
41335,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,848,0,10,140,75,10,47,28,0.36,0.6,0.7075927998851517,0.7890714269595351,0.8328095386725417,0.4,0.0
58604,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,869,0,10,140,75,10,26,18,0.3333333333333333,0.75,0.7803211761235652,0.7895186139148034,0.7684835561325498,0.3,0.0
6323,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,819,0,10,140,75,10,35,22,0.2933333333333333,0.35,0.3082764670164638,0.7848464951838565,0.2863915584329671,0.15,0.0
14918,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,899,0,10,140,75,10,52,30,0.4133333333333333,0.75,0.8123189814419874,0.7841060475193947,0.8842340015076084,0.3,0.0
45050,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,907,0,10,140,75,10,23,16,0.2533333333333333,0.6,0.669494152992918,0.7859731276705583,0.7207299077771213,0.4,0.0
14918,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,909,0,10,140,75,10,52,30,0.4,0.8,0.8268456977911335,0.7886919234604874,0.8330969879363843,0.3,0.0
41335,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,848,0,10,140,75,10,47,28,0.36,0.6,0.7075927998851517,0.7890714269595351,0.8328095386725417,0.4,0.0
58604,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,869,0,10,140,75,10,26,18,0.3333333333333333,0.75,0.7803211761235652,0.7895186139148034,0.7684835561325498,0.3,0.0
58604,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,869,0,10,140,75,10,26,18,0.3333333333333333,0.75,0.7803211761235652,0.7895186139148034,0.7684835561325498,0.3,0.0
55899,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,901,0,10,142,75,10,88,49,0.1466666666666666,0.25,0.1908244985629361,0.7968518155549972,0.1304657380373324,0.05,0.0
29947,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,830,0,10,142,75,10,11,10,0.32,0.8,0.8227854256072237,0.7925919752961432,0.8310124058518022,0.45,0.0
29947,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,830,0,10,142,75,10,11,10,0.32,0.8,0.8227854256072237,0.7925919752961432,0.8310124058518022,0.45,0.0
29947,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,830,0,10,142,75,10,11,10,0.32,0.8,0.8227854256072237,0.7925919752961432,0.8310124058518022,0.45,0.0
69820,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,837,0,10,142,76,10,18,14,0.2368421052631578,0.5,0.424709411393638,0.7662439840510518,0.3480309042809043,0.0,0.0
55899,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,899,0,10,142,75,10,88,49,0.1466666666666666,0.3,0.2478292123034866,0.7953204431015864,0.1855920648838605,0.15,0.0
61875,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,878,0,10,141,75,10,98,54,0.28,0.25,0.2345421435408256,0.7798490516494252,0.2094240713706658,0.3,0.0
24573,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,829,0,10,141,75,10,17,13,0.2,0.5,0.6010841614861908,0.781559425649403,0.691713517820329,0.45,0.0
61875,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,878,0,10,141,75,10,98,54,0.28,0.25,0.2345421435408256,0.7798490516494252,0.2094240713706658,0.3,0.0
61875,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,878,0,10,141,75,10,98,54,0.28,0.25,0.2345421435408256,0.7798490516494252,0.2094240713706658,0.3,0.0
69820,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,837,0,10,142,76,10,18,14,0.2368421052631578,0.5,0.424709411393638,0.7662439840510518,0.3480309042809043,0.0,0.0
69820,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,837,0,10,142,76,10,18,14,0.2368421052631578,0.5,0.424709411393638,0.7662439840510518,0.3480309042809043,0.0,0.0
24573,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,829,0,10,141,75,10,17,13,0.2,0.5,0.6010841614861908,0.781559425649403,0.691713517820329,0.45,0.0
24573,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,829,0,10,141,75,10,17,13,0.2,0.5,0.6010841614861908,0.781559425649403,0.691713517820329,0.45,0.0
55899,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,899,0,10,142,75,10,88,49,0.1466666666666666,0.3,0.2478292123034866,0.7953204431015864,0.1855920648838605,0.15,0.0
36082,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,833,0,10,143,76,10,38,24,0.4473684210526316,0.85,0.8876687053205716,0.7862996700423273,0.9278464745608708,0.45,0.0
18295,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,898,0,10,143,76,10,48,29,0.1842105263157894,0.6,0.5631197374052992,0.7935642627241037,0.5520886674814693,0.3,0.0
20897,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,845,0,10,143,76,10,37,23,0.5526315789473685,0.65,0.7399959776748125,0.7906089841908079,0.8400511603549529,0.45,0.0
36082,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,833,0,10,143,76,10,38,24,0.4473684210526316,0.85,0.8876687053205716,0.7862996700423273,0.9278464745608708,0.45,0.0
18295,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,898,0,10,143,76,10,48,29,0.1842105263157894,0.6,0.5631197374052992,0.7935642627241037,0.5520886674814693,0.3,0.0
18295,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,898,0,10,143,76,10,48,29,0.1842105263157894,0.6,0.5631197374052992,0.7935642627241037,0.5520886674814693,0.3,0.0
54017,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,908,0,10,143,76,10,18,13,0.2236842105263158,0.65,0.7431692445063818,0.7918899006145413,0.8549665431747474,0.3,0.0
20897,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,798,0,10,143,76,10,37,23,0.5394736842105263,0.65,0.7414963369726056,0.7885851821570925,0.8423122581752611,0.5,0.0
15783,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,864,0,10,143,76,10,48,28,0.1447368421052631,0.45,0.5871503774831496,0.7955191999185328,0.7381361719635713,0.4,0.0
15783,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,930,0,10,143,76,10,48,28,0.1184210526315789,0.15,0.1664385719743575,0.7803980153232305,0.1847316417672455,0.25,0.0
54017,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,891,0,10,143,76,10,18,13,0.1973684210526315,0.6,0.5644477836097895,0.7777480299226421,0.5674941647619666,0.45,0.0
54017,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,891,0,10,143,76,10,18,13,0.1973684210526315,0.6,0.5644477836097895,0.7777480299226421,0.5674941647619666,0.45,0.0
36082,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,833,0,10,143,76,10,38,24,0.4473684210526316,0.85,0.8876687053205716,0.7862996700423273,0.9278464745608708,0.45,0.0
20897,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,845,0,10,143,76,10,37,23,0.5526315789473685,0.65,0.7399959776748125,0.7906089841908079,0.8400511603549529,0.45,0.0
15783,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,925,0,10,143,76,10,48,28,0.1710526315789473,0.2,0.2007505801943663,0.7807923326358204,0.1963215540479472,0.45,0.0
24592,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,791,0,10,146,77,10,42,25,0.2727272727272727,0.7,0.7215691271535021,0.7902535019682956,0.7212894359682285,0.4,0.0
24592,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,781,0,10,146,77,10,42,25,0.3246753246753247,0.7,0.7152939915022978,0.7960433858431705,0.69842847748227,0.45,0.0
38927,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,862,0,10,145,77,10,24,17,0.3636363636363636,0.85,0.8605583621985221,0.783599171788356,0.8504766915660881,0.25,0.0
38927,22222,5,20,False,3,0.0,stratified,zero,4,0.75,0.99,gpt,858,0,10,145,77,10,24,17,0.4025974025974026,0.8,0.826423330592172,0.789236816172142,0.8405591091485055,0.3,0.0
