uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
38927,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,145,77,10,24,17,0.1688311688311688,0.35,0.3527002868487428,0.7726968694115651,0.3902085053749141,0.0
24592,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,42,25,0.1168831168831168,0.3,0.3433755323474852,0.7773227697550879,0.3495646894814851,0.0
24592,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,42,25,0.1168831168831168,0.3,0.3433755323474852,0.7773227697550879,0.3495646894814851,0.0
24592,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,42,25,0.1168831168831168,0.3,0.3433755323474852,0.7773227697550879,0.3495646894814851,0.0
60863,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,69,39,0.2207792207792207,0.25,0.2091909915365379,0.7791077113085049,0.1868434575400519,0.0
60863,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,69,39,0.2207792207792207,0.25,0.2091909915365379,0.7791077113085049,0.1868434575400519,0.0
60863,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,77,10,69,39,0.2207792207792207,0.25,0.2091909915365379,0.7791077113085049,0.1868434575400519,0.0
30897,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,78,10,55,32,0.0897435897435897,0.25,0.1788390907349768,0.762959919209887,0.0888244188302238,0.0
30897,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,78,10,55,32,0.0897435897435897,0.25,0.1788390907349768,0.762959919209887,0.0888244188302238,0.0
30897,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,146,78,10,55,32,0.0897435897435897,0.25,0.1788390907349768,0.762959919209887,0.0888244188302238,0.0
69716,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,147,78,10,36,23,0.1153846153846153,0.2,0.1886454236933593,0.7746665857530332,0.197166424047229,0.0
69716,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,147,78,10,36,23,0.1153846153846153,0.2,0.1886454236933593,0.7746665857530332,0.197166424047229,0.0
69716,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,147,78,10,36,23,0.1153846153846153,0.2,0.1886454236933593,0.7746665857530332,0.197166424047229,0.0
267,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,121,65,0.0769230769230769,0.15,0.1528909509244886,0.779999780602543,0.1988276152382189,0.0
267,22222,10,20,False,1,0.0,stratified,zero,4,0.75,0.99,nmf-item,0,0,10,148,78,10,121,65,0.0769230769230769,0.15,0.1528909509244886,0.779999780602543,0.1988276152382189,0.0
