uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final
8858,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,498,0,10,150,80,10,16,13,0.3625,0.65,0.7244502605515073,0.8042333831241414,0.7831804616092541,0.0
12986,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,502,0,10,150,80,10,16,13,0.4,0.7,0.7844652582496362,0.8076762975095076,0.8882192626774671,0.0
31193,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,515,0,10,150,79,10,45,27,0.3037974683544304,0.6,0.6524904936601452,0.804921660921159,0.6975566665446695,0.0
8858,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,494,0,10,150,80,10,16,13,0.3375,0.6,0.6900196865135061,0.8047666920741001,0.7701447780375799,0.0
12986,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,621,0,10,150,80,10,16,13,0.0125,0.4,0.4626789503874385,0.9256856664395846,0.4706433972803941,0.0
12986,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,621,0,10,150,80,10,16,13,0.0125,0.4,0.4626789503874385,0.9256856664395846,0.4706433972803941,0.0
19741,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,479,0,10,150,80,10,82,45,0.2875,0.55,0.46818857412932,0.817368848106116,0.3862440515710639,0.0
70782,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,462,0,10,150,80,10,36,23,0.25,0.7,0.7582238464769832,0.8051332420868532,0.8057782314864358,0.0
38047,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,476,0,10,151,80,10,20,14,0.325,0.85,0.8940002185681714,0.8024404385213344,0.9519997722435805,0.0
3304,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,471,0,10,150,80,10,90,50,0.325,0.55,0.6366810389457422,0.8106761700361564,0.7120011855189874,0.0
28452,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,491,0,10,150,80,10,55,32,0.25,0.65,0.7083832065262183,0.8068636550161786,0.7479069412699444,0.0
70782,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,462,0,10,150,80,10,36,23,0.25,0.7,0.7582238464769832,0.8051332420868532,0.8057782314864358,0.0
38047,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,476,0,10,151,80,10,20,14,0.275,0.85,0.8972424486071588,0.8036119824996348,0.9657691717037692,0.0
38047,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,476,0,10,151,80,10,20,14,0.275,0.85,0.8972424486071588,0.8036119824996348,0.9657691717037692,0.0
42773,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,488,0,10,150,80,10,12,10,0.1875,0.5,0.5030786315811192,0.8037304164287953,0.4661375659943771,0.0
70782,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,462,0,10,150,80,10,36,23,0.25,0.7,0.7582238464769832,0.8051332420868532,0.8057782314864358,0.0
42773,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,488,0,10,150,80,10,12,10,0.1875,0.5,0.5030786315811192,0.8037304164287953,0.4661375659943771,0.0
3304,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,471,0,10,150,80,10,90,50,0.325,0.55,0.6366810389457422,0.8106761700361564,0.7120011855189874,0.0
28452,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,491,0,10,150,80,10,55,32,0.25,0.65,0.7083832065262183,0.8068636550161786,0.7479069412699444,0.0
28452,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,491,0,10,150,80,10,55,32,0.25,0.65,0.7083832065262183,0.8068636550161786,0.7479069412699444,0.0
42773,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,488,0,10,150,80,10,12,10,0.1875,0.5,0.5030786315811192,0.8037304164287953,0.4661375659943771,0.0
3304,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,472,0,10,150,80,10,90,50,0.325,0.55,0.640430903160525,0.8090888047849433,0.723806741074543,0.0
35488,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,500,0,10,151,80,10,22,16,0.325,0.8,0.8363774892746794,0.8084193765380725,0.8667340015076084,0.0
69469,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,502,0,10,151,80,10,14,12,0.2875,0.75,0.7866979513160606,0.8082720559248789,0.7970268388302444,0.0
69875,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,484,0,10,151,80,10,21,15,0.3125,0.85,0.8591839889394532,0.8065535444858511,0.8355969879363844,0.0
6625,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,495,0,10,152,80,10,11,10,0.3625,0.8,0.8561890528338093,0.8087709289558161,0.928989405417424,0.0
6625,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,495,0,10,152,80,10,11,10,0.3625,0.8,0.8561890528338093,0.8087709289558161,0.928989405417424,0.0
13472,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,496,0,10,151,80,10,62,35,0.2875,0.5,0.4118082134046152,0.7991533605500726,0.3301321620845615,0.0
13472,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,496,0,10,151,80,10,62,35,0.2875,0.5,0.4118082134046152,0.7991533605500726,0.3301321620845615,0.0
6625,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,495,0,10,152,80,10,11,10,0.3625,0.8,0.8561890528338093,0.8087709289558164,0.928989405417424,0.0
69469,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,502,0,10,151,80,10,14,12,0.2875,0.75,0.7866979513160606,0.8082720559248789,0.7970268388302444,0.0
69469,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,502,0,10,151,80,10,14,12,0.2875,0.75,0.7866979513160606,0.8082720559248789,0.7970268388302444,0.0
13472,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,495,0,10,151,80,10,62,35,0.225,0.45,0.3769854039390871,0.7993034176988236,0.3159482955554937,0.0
69875,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,485,0,10,151,80,10,21,15,0.2875,0.8,0.8100260182959097,0.8035257827481642,0.7748766717458669,0.0
69875,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,485,0,10,151,80,10,21,15,0.2875,0.8,0.8100260182959097,0.8035257827481642,0.7748766717458669,0.0
35488,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,500,0,10,151,80,10,22,16,0.325,0.8,0.8363774892746794,0.8084193765380725,0.8667340015076084,0.0
35488,22222,20,20,False,1,0.0,stratified,zero,3,0.75,0.99,gpt,500,0,10,151,80,10,22,16,0.325,0.8,0.8363774892746794,0.8084193765380725,0.8667340015076084,0.0
59327,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,482,0,10,138,73,10,24,17,0.2602739726027397,0.5,0.602292929244152,0.786788756879304,0.7038253643071755,0.0
59327,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,482,0,10,138,73,10,24,17,0.2602739726027397,0.5,0.602292929244152,0.786788756879304,0.7038253643071755,0.0
3541,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,494,0,10,138,74,10,20,14,0.3108108108108108,0.65,0.7252325040606715,0.7877204587119118,0.8115981958358119,0.0
3541,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,494,0,10,138,74,10,20,14,0.3108108108108108,0.65,0.7252325040606715,0.7877204587119118,0.8115981958358119,0.0
59557,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,496,0,10,138,73,10,19,14,0.3835616438356164,0.8,0.8590931405027368,0.7961463980657063,0.9388432065870148,0.0
57977,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,504,0,10,138,73,10,22,16,0.2328767123287671,0.65,0.6582499150295118,0.7924959223931206,0.6407381816669743,0.0
3541,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,494,0,10,138,74,10,20,14,0.3108108108108108,0.65,0.7252325040606715,0.7877204587119118,0.8115981958358119,0.0
59557,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,496,0,10,138,73,10,19,14,0.3972602739726027,0.8,0.8440917360364404,0.7923565029279476,0.889404456053063,0.0
57977,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,500,0,10,138,73,10,22,16,0.2191780821917808,0.55,0.5919474530772213,0.7886961827982897,0.6276972459944596,0.0
13656,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,522,0,10,138,73,10,12,11,0.3013698630136986,0.55,0.5900060070344063,0.788433896894727,0.6486384575606712,0.0
13656,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,520,0,10,138,73,10,12,11,0.3013698630136986,0.6,0.6271075021864196,0.7885344028128307,0.6495920872643008,0.0
59557,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,497,0,10,138,73,10,19,14,0.3835616438356164,0.75,0.8205199652881565,0.7961679619917413,0.9112341103169276,0.0
57977,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,503,0,10,138,73,10,22,16,0.2602739726027397,0.65,0.6586912477508792,0.7899372011038778,0.6339960400796315,0.0
13656,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,520,0,10,138,73,10,12,11,0.3013698630136986,0.6,0.6274665303133765,0.7885344028128307,0.6520096696818832,0.0
59327,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,482,0,10,138,73,10,24,17,0.2602739726027397,0.5,0.602292929244152,0.786788756879304,0.7038253643071755,0.0
17307,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,495,0,10,140,74,10,14,11,0.3648648648648648,0.55,0.5414655642468363,0.7933738464756036,0.4873035016668918,0.0
17307,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,499,0,10,140,74,10,14,11,0.2972972972972973,0.6,0.5931831474282775,0.7966105446423744,0.5621568631746651,0.0
11188,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,476,0,10,139,74,10,26,17,0.3378378378378378,0.8,0.7167682196154922,0.7910162054425188,0.6853680063916133,0.0
11188,22222,20,20,False,1,0.0,stratified,zero,4,0.75,0.99,gpt,481,0,10,139,74,10,26,17,0.4324324324324324,0.75,0.6804119316269535,0.7936229937947352,0.664487711291117,0.0
