uid,random_state,k,final_k,allow_explanations,num_prompts,temperature,selection_style,prompt_style,embedding_level,title_threshold,min_sim_quantile,model,usage,unmatched_count,like_example_size,like_feedback_size,like_eval_size,dislike_example_size,dislike_feedback_size,dislike_eval_size,recall_final,precision_final,ndcg_final,ils_final,ap_final,dq_final,novelty,popular
15783,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1729,0,10,143,76,10,48,28,0.1184210526315789,0.5,0.5343322973200968,0.7871624172591138,0.5539892026618033,1.0,0.4656140350877192,0.0
36082,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1733,0,10,143,76,10,38,24,0.3815789473684211,0.8,0.8001076421567193,0.7918237758632923,0.7758225518461588,0.45,0.4060919540229885,0.0
20897,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1856,0,10,143,76,10,37,23,0.1842105263157894,0.35,0.4863190935526185,0.7875391716950261,0.6095573509737597,0.75,0.4813793103448275,0.0
33943,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1690,3,10,144,76,10,15,12,0.0526315789473684,0.2222222222222222,0.1975559391228775,0.6985911656667176,0.2111263101459179,1.0,0.3327683615819209,0.0
24592,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1696,3,10,146,77,10,42,25,0.0649350649350649,0.2631578947368421,0.4059087338620227,0.6992047026594039,0.5300442706769088,0.3684210526315789,0.5072619047619048,0.0
32308,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1673,0,10,144,76,10,141,75,0.2105263157894736,0.1666666666666666,0.1436661525879497,0.796584464230178,0.142880952562325,0.5,0.4705263157894737,0.0
33943,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1642,1,10,144,76,10,15,12,0.1710526315789473,0.5,0.5885968774823848,0.7950505009252137,0.6508184151160158,0.9,0.335819209039548,0.0
33943,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1724,1,10,144,76,10,15,12,0.1578947368421052,0.5,0.4196283177058503,0.7832780174607173,0.3630544481318475,0.8,0.4543502824858756,0.0
38927,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1726,2,10,145,77,10,24,17,0.1558441558441558,0.3,0.337229761682437,0.7851770599321096,0.3005649443865388,1.0,0.3103954802259887,0.0
24592,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1794,3,10,146,77,10,42,25,0.1818181818181818,0.3888888888888889,0.5086593879657979,0.6931739145247056,0.6067247385874837,0.5555555555555556,0.4155952380952382,0.0
66390,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1790,2,10,144,77,10,60,34,0.0909090909090909,0.5,0.4289516960596209,0.7943398367915855,0.3848259843441732,0.7,0.2679999999999999,0.0
24592,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1733,0,10,146,77,10,42,25,0.2077922077922078,0.4444444444444444,0.3956845337543038,0.7826538698478086,0.3502995506671977,0.5555555555555556,0.3479761904761904,0.0
38927,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1727,1,10,145,77,10,24,17,0.1428571428571428,0.2631578947368421,0.295541570919567,0.7871203452382732,0.2557478799331496,1.0,0.2787570621468926,0.0
32308,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1785,6,10,144,76,10,141,75,0.1184210526315789,0.15,0.1518041910794278,0.6328907996763764,0.1701833224395143,1.0,0.3805847953216374,0.0
66390,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1810,1,10,144,77,10,60,34,0.0909090909090909,0.25,0.2060225467796917,0.7935109274257397,0.1765333071641121,1.0,0.1938888888888889,0.0
66390,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1760,0,10,144,77,10,60,34,0.0779220779220779,0.3,0.2926031885332462,0.799070864884595,0.3065091339259295,0.85,0.2097777777777777,0.0
32308,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1794,5,10,144,76,10,141,75,0.131578947368421,0.1176470588235294,0.115305443695819,0.7787140518809743,0.1369361511230023,0.1176470588235294,0.4283040935672514,0.0
38927,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1738,7,10,145,77,10,24,17,0.0,0.0,0.0,0.5618047484623208,0.0,0.8421052631578947,0.3607909604519774,0.0
22035,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1735,13,10,148,78,10,20,14,0.2435897435897435,0.65,0.7084454028253703,0.7122510044517592,0.743193023651615,0.65,0.5496969696969696,0.0
69716,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1653,0,10,147,78,10,36,23,0.1538461538461538,0.4210526315789473,0.417324951290562,0.7774365272627566,0.4388396042156022,0.9473684210526316,0.2375141242937853,0.0
267,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1734,0,10,148,78,10,121,65,0.2692307692307692,0.3529411764705882,0.4198661189253997,0.7856415315273153,0.4478038109525998,0.5294117647058824,0.7016666666666664,0.0
267,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1783,2,10,148,78,10,121,65,0.2692307692307692,0.3157894736842105,0.2662611325828304,0.7887964628014003,0.2435819702358728,0.0526315789473684,0.7196153846153847,0.0
60863,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1765,1,10,146,77,10,69,39,0.1168831168831168,0.2105263157894736,0.1612237423624522,0.7835052725566608,0.1170237440035387,0.9473684210526316,0.4446540880503145,0.0
22035,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1791,12,10,148,78,10,20,14,0.2307692307692307,0.5789473684210527,0.6722354404269466,0.4941317636425352,0.7702171800733801,0.4736842105263157,0.5895757575757578,0.0
22035,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1640,5,10,148,78,10,20,14,0.3076923076923077,0.8,0.7317617635613968,0.7178943649787548,0.7103680063916132,0.8,0.5310303030303031,0.0
30897,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1686,2,10,146,78,10,55,32,0.1666666666666666,0.3,0.2653763153779557,0.7869907447600261,0.2703512844224918,0.95,0.4789830508474577,0.0
60863,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1750,1,10,146,77,10,69,39,0.1688311688311688,0.2222222222222222,0.2878118202089705,0.7816394268685052,0.3042032948895694,1.0,0.4816352201257862,0.0
69716,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1751,2,10,147,78,10,36,23,0.1538461538461538,0.5,0.5062956875818411,0.7887362948042228,0.4560717576197451,0.95,0.4225988700564972,0.0
267,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1736,12,10,148,78,10,121,65,0.1794871794871795,0.1875,0.1778092516854044,0.5932221961341464,0.1893407807470307,0.4375,0.742948717948718,0.0
69716,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1780,2,10,147,78,10,36,23,0.141025641025641,0.35,0.3040890130491894,0.7031614550653785,0.2530691711109667,1.0,0.283954802259887,0.0
30897,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1802,3,10,146,78,10,55,32,0.2435897435897435,0.15,0.1233235685479772,0.79721213283009,0.0981607616669536,1.0,0.3670056497175141,0.0
60863,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1815,3,10,146,77,10,69,39,0.2727272727272727,0.6,0.5830104703073669,0.7897806661584504,0.5215203315203315,0.2666666666666666,0.8450314465408801,0.0
30897,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1735,2,10,146,78,10,55,32,0.1923076923076923,0.5263157894736842,0.601131875039106,0.7153381946307489,0.6649432626559072,0.4736842105263157,0.5861016949152542,0.0
12986,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1545,0,10,150,80,10,16,13,0.3625,0.7,0.7428949846289966,0.8024396222501186,0.773381852280846,0.8,0.3196190476190476,0.0
19741,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1639,3,10,150,80,10,82,45,0.075,0.3684210526315789,0.4270591043015954,0.7953233015673973,0.4752859333558372,0.5263157894736842,0.5120903954802261,0.0
13014,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1645,0,10,149,79,10,23,16,0.1645569620253164,0.5789473684210527,0.5013267951108489,0.7936577971288657,0.4339896133504574,0.4210526315789473,0.5909195402298854,0.0
19741,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1681,3,10,150,80,10,82,45,0.075,0.3,0.3760485249339513,0.7109603058830517,0.4476155479367555,0.3,0.7350282485875707,0.0
8858,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1735,1,10,150,80,10,16,13,0.2,0.55,0.5869959717621259,0.7854663587265241,0.5648259843441733,0.7,0.3047457627118644,0.0
8858,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1623,2,10,150,80,10,16,13,0.1625,0.3333333333333333,0.3887696079374269,0.7886458502320207,0.4311956380583831,0.9444444444444444,0.2784180790960452,0.0
8858,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1754,0,10,150,80,10,16,13,0.1875,0.5,0.562308755625909,0.7913999989088477,0.5658085690109684,0.35,0.3384180790960451,0.0
19741,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1728,3,10,150,80,10,82,45,0.0,0.0,0.0,0.6387467791193244,0.0,0.15,0.5984180790960453,0.0
31193,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1780,4,10,150,79,10,45,27,0.1772151898734177,0.5263157894736842,0.536411247424127,0.7992093870610713,0.502617190035717,0.8947368421052632,0.6499393939393938,0.0
13014,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1679,3,10,149,79,10,23,16,0.3417721518987341,0.5789473684210527,0.4898090756718622,0.7965947517440578,0.4412496563690143,0.7894736842105263,0.4434482758620688,0.0
31193,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1839,1,10,150,79,10,45,27,0.2151898734177215,0.7,0.7718747409245903,0.8082637601680628,0.8421946826822989,1.0,0.5407272727272727,0.0
31193,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1801,1,10,150,79,10,45,27,0.2151898734177215,0.4117647058823529,0.3399258770885005,0.785229318385179,0.3051278834583333,0.7058823529411765,0.643151515151515,0.0
12986,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1568,0,10,150,80,10,16,13,0.3625,0.85,0.8730920537238785,0.7997358051407288,0.8883411136507112,0.55,0.2818095238095238,0.0
13014,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1651,0,10,149,79,10,23,16,0.1139240506329113,0.5789473684210527,0.641631136929758,0.7976281442423063,0.6718228843106634,0.4210526315789473,0.680344827586207,0.0
12986,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1752,0,10,150,80,10,16,13,0.375,0.8,0.8217821970629373,0.7912953361046741,0.8413938351380302,0.75,0.2541904761904761,0.0
3304,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1729,3,10,150,80,10,90,50,0.35,0.631578947368421,0.5699891042318,0.8037641776966005,0.5561386577049767,0.0,0.9066666666666664,0.0
28452,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1593,0,10,150,80,10,55,32,0.2875,0.75,0.6938617231255358,0.8016965897104826,0.6777627695661751,1.0,0.2947777777777778,0.0
42773,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1707,3,10,150,80,10,12,10,0.3375,0.6,0.6596074572288527,0.7854003345330284,0.7097871933707847,0.55,0.5604444444444444,0.0
38047,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1697,0,10,151,80,10,20,14,0.3,0.75,0.7707556341390631,0.7932840851149896,0.7682630280366348,0.5,0.3128654970760233,0.0
70782,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1613,0,10,150,80,10,36,23,0.275,0.8,0.844463828655105,0.795418586970702,0.881461475830671,1.0,0.3790804597701149,0.0
38047,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1736,3,10,151,80,10,20,14,0.2,0.6666666666666666,0.573222154937516,0.7761505976559451,0.5369363071568953,0.3333333333333333,0.3630409356725146,0.0
3304,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1720,10,10,150,80,10,90,50,0.1625,0.4210526315789473,0.3428201451265673,0.6373205644741782,0.2879153092123598,1.0,0.5450314465408806,0.0
28452,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1745,2,10,150,80,10,55,32,0.2375,0.65,0.6125181795418078,0.6407220061051461,0.6269501151583194,0.65,0.4135555555555557,0.0
42773,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1799,3,10,150,80,10,12,10,0.05,0.15,0.1633013265151415,0.7231596711653998,0.1741760862116899,0.85,0.1605555555555555,0.0
42773,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1799,0,10,150,80,10,12,10,0.3125,0.6,0.5061050162974611,0.7875123286044183,0.4057785886713905,0.25,0.3225555555555555,0.0
28452,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1754,0,10,150,80,10,55,32,0.1875,0.65,0.7065785759362174,0.7934076065690149,0.7383248566878599,0.9,0.5623333333333332,0.0
3304,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1729,6,10,150,80,10,90,50,0.0875,0.25,0.3187285052868138,0.600896635354965,0.349421065046065,0.6875,0.5747169811320753,0.0
70782,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1769,1,10,150,80,10,36,23,0.15,0.3888888888888889,0.5398678155625204,0.7874793070490551,0.7015146935490073,1.0,0.2813793103448276,0.0
70782,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1740,2,10,150,80,10,36,23,0.0875,0.25,0.3550175460911171,0.7107183989444115,0.4382906214872159,0.65,0.5485057471264368,0.0
38047,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1872,2,10,151,80,10,20,14,0.1125,0.3888888888888889,0.4337839105347544,0.6960309776973187,0.4314595716556501,0.8333333333333334,0.323391812865497,0.0
69469,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1731,1,10,151,80,10,14,12,0.175,0.45,0.4166587706037385,0.7916444885947128,0.4109314322588316,0.85,0.2513333333333333,0.0
69469,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1701,0,10,151,80,10,14,12,0.1125,0.3333333333333333,0.3703977846390603,0.7841160488595065,0.4601618878579663,0.5,0.407888888888889,0.0
35488,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1725,5,10,151,80,10,22,16,0.2125,0.5789473684210527,0.5194274512992897,0.7833329540656067,0.4598077795324007,0.9473684210526316,0.4036363636363636,0.0
69875,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1713,3,10,151,80,10,21,15,0.1125,0.6,0.4697539494527108,0.8151033648000606,0.3431864381748283,0.9,0.6672727272727275,0.0
69875,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1779,8,10,151,80,10,21,15,0.175,0.45,0.3713314436151722,0.7209669237274355,0.3207490452014446,0.75,0.6539393939393938,0.0
6625,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1727,0,10,152,80,10,11,10,0.2875,0.7,0.6412615475717898,0.7878421635826924,0.6168229506561549,0.5,0.3012643678160919,0.0
13472,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1724,3,10,151,80,10,62,35,0.175,0.3684210526315789,0.3358752347683783,0.7864316934565254,0.3447525778224817,0.6842105263157895,0.6300584795321637,0.0
35488,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1735,0,10,151,80,10,22,16,0.1375,0.55,0.5059974490791778,0.7880187079683316,0.485172368910759,0.95,0.2926060606060606,0.0
6625,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1735,3,10,152,80,10,11,10,0.2125,0.3888888888888889,0.3645154161885964,0.7027990966318506,0.3448868850829635,0.6666666666666666,0.2756321839080459,0.0
69469,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1741,0,10,151,80,10,14,12,0.2125,0.6,0.4972057556356846,0.7912781219225674,0.4260822381952412,0.85,0.2504444444444444,0.0
13472,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1653,3,10,151,80,10,62,35,0.175,0.3684210526315789,0.3488348973668835,0.7800043661283907,0.3495095683379861,0.5263157894736842,0.5582456140350879,0.0
13472,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1736,2,10,151,80,10,62,35,0.175,0.4736842105263157,0.43322518992044,0.7929470538027923,0.4581842376387756,1.0,0.4029239766081869,0.0
69875,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1756,6,10,151,80,10,21,15,0.1625,0.5555555555555556,0.4740792213545082,0.8084943749108365,0.4424233128889991,1.0,0.5892121212121213,0.0
35488,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1730,0,10,151,80,10,22,16,0.2625,0.7222222222222222,0.6236336975011054,0.7887646588852878,0.5800046812301713,1.0,0.2534545454545455,0.0
6625,22222,10,20,False,5,0.5,stratified,zero,4,0.75,0.99,gpt,1673,7,10,152,80,10,11,10,0.15,0.4210526315789473,0.3863526993255237,0.4931980434669866,0.4250520974327394,0.4736842105263157,0.5296551724137931,0.0
59327,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1746,6,10,138,73,10,24,17,0.2191780821917808,0.55,0.6230178796403758,0.7174113479193975,0.6822605146831153,0.4,0.8033333333333333,0.0
59327,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1713,4,10,138,73,10,24,17,0.0821917808219178,0.35,0.41006087819389,0.6520195051685846,0.4543127834497802,1.0,0.6804938271604937,0.0
13656,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1719,4,10,138,73,10,12,11,0.1780821917808219,0.4210526315789473,0.4424492430839093,0.7802539422810568,0.4328104940069255,0.0526315789473684,0.6423456790123457,0.0
59327,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1713,2,10,138,73,10,24,17,0.1506849315068493,0.3529411764705882,0.3375695945686848,0.6872731069987381,0.3679761223013818,0.0588235294117647,0.8079012345679011,0.0
3541,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1677,3,10,138,74,10,20,14,0.3378378378378378,0.75,0.7576910400024105,0.7796264577297956,0.7095351434341371,0.85,0.4088095238095239,0.0
59557,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1731,7,10,138,73,10,19,14,0.136986301369863,0.35,0.4147285644368602,0.5651507116463681,0.4413978073440147,0.5,0.6001129943502824,0.0
13656,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1684,9,10,138,73,10,12,11,0.2328767123287671,0.25,0.2543586632651666,0.5596545539871203,0.2689038971004915,0.2,0.9470370370370368,0.0
57977,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1694,9,10,138,73,10,22,16,0.1643835616438356,0.3,0.3244632515811099,0.631139375081842,0.3953747331959406,0.45,0.5472619047619047,0.0
59557,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1728,13,10,138,73,10,19,14,0.0958904109589041,0.2941176470588235,0.2654511208480937,0.3198768562518613,0.2723006952678233,0.5882352941176471,0.5428248587570621,0.0
3541,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1527,0,10,138,74,10,20,14,0.4459459459459459,0.7777777777777778,0.8082318544070553,0.7820002885886798,0.8247591234110843,0.6111111111111112,0.4027380952380953,0.0
13656,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1656,4,10,138,73,10,12,11,0.2054794520547945,0.3333333333333333,0.4516709500897435,0.6946009526083751,0.5275666825911924,0.3333333333333333,0.6906172839506175,0.0
59557,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1757,8,10,138,73,10,19,14,0.136986301369863,0.2631578947368421,0.2140635771048275,0.6958238895804804,0.1911984673574212,0.6842105263157895,0.467005649717514,0.0
57977,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1751,6,10,138,73,10,22,16,0.1095890410958904,0.3684210526315789,0.4256710332085393,0.6298185162626567,0.4253812628629314,0.5789473684210527,0.5035714285714287,0.0
3541,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1729,1,10,138,74,10,20,14,0.2297297297297297,0.6,0.6282067024228133,0.7865870077478397,0.655001443989447,1.0,0.3933333333333332,0.0
57977,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1748,3,10,138,73,10,22,16,0.1917808219178082,0.3888888888888889,0.3590264822334844,0.620573172698017,0.374450993813739,0.5555555555555556,0.4094047619047619,0.0
11188,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1570,5,10,139,74,10,26,17,0.2432432432432432,0.631578947368421,0.679498094199807,0.7959533564784007,0.676794077276805,0.4736842105263157,0.4819540229885058,0.0
5978,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1703,6,10,140,74,10,55,32,0.0675675675675675,0.1111111111111111,0.1613084389427416,0.7884149921778989,0.2309379346144051,0.5,0.5448809523809525,0.0
11188,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1654,3,10,139,74,10,26,17,0.3378378378378378,0.6111111111111112,0.662005589954992,0.7872961572663892,0.7054438027477242,0.6111111111111112,0.5524137931034483,0.0
60450,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1754,6,10,139,74,10,90,50,0.1216216216216216,0.1875,0.2524718062993492,0.5942732199347274,0.256875502969253,0.4375,0.5886060606060605,0.0
5978,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1725,3,10,140,74,10,55,32,0.0405405405405405,0.0526315789473684,0.0409451636800155,0.5457287363589969,0.0325669159566014,0.2631578947368421,0.7032142857142858,0.0
11188,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1610,7,10,139,74,10,26,17,0.1756756756756756,0.55,0.5883041521474762,0.799122844077641,0.6142772683542808,0.75,0.6729885057471263,0.0
17307,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1679,3,10,140,74,10,14,11,0.1891891891891892,0.35,0.4185763850275051,0.7056575794425163,0.4482952593072561,0.75,0.3651190476190476,0.0
29421,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1637,2,10,140,74,10,82,46,0.1351351351351351,0.25,0.2149001344828011,0.775199240269626,0.1897786241536241,0.0,0.9496732026143784,0.0
17307,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1730,5,10,140,74,10,14,11,0.2567567567567567,0.4736842105263157,0.4762501809336475,0.7925789579751843,0.527862052943526,0.8947368421052632,0.3824999999999999,0.0
17307,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1714,8,10,140,74,10,14,11,0.2432432432432432,0.5882352941176471,0.5725650008961974,0.6079783989956414,0.6029136664949813,0.4705882352941176,0.5577380952380953,0.0
29421,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1741,3,10,140,74,10,82,46,0.0945945945945946,0.2631578947368421,0.2716220727733979,0.5461995967075367,0.2948496407454367,0.2631578947368421,0.7623529411764707,0.0
29421,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1719,3,10,140,74,10,82,46,0.1351351351351351,0.25,0.2279493182504969,0.788610764963146,0.2570870102120102,0.5625,0.7823529411764701,0.0
60450,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1823,3,10,139,74,10,90,50,0.0945945945945946,0.3,0.4164848836301787,0.6346487104712334,0.5050625249793208,0.45,0.625939393939394,0.0
5978,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1756,3,10,140,74,10,55,32,0.081081081081081,0.3157894736842105,0.2805679086627352,0.789734532634442,0.2252182733892038,1.0,0.4514285714285714,0.0
60450,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1950,5,10,139,74,10,90,50,0.0945945945945946,0.3888888888888889,0.4156691121096583,0.6971442233867439,0.4833406607916412,0.8888888888888888,0.451030303030303,0.0
6323,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1757,6,10,140,75,10,35,22,0.28,0.2631578947368421,0.2571852067896912,0.6260910799213728,0.2832006172543079,0.631578947368421,0.4911111111111112,0.0
58604,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1740,4,10,140,75,10,26,18,0.08,0.2631578947368421,0.2131593528273197,0.7836885827702692,0.1730662126152593,0.5789473684210527,0.4828070175438596,0.0
14918,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1649,6,10,140,75,10,52,30,0.28,0.4444444444444444,0.3959149715606022,0.6974985404668386,0.416981656687539,0.8333333333333334,0.4603636363636363,0.0
6323,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1638,7,10,140,75,10,35,22,0.1466666666666666,0.1052631578947368,0.0776322458103857,0.5465418907006766,0.0466201087942166,0.4736842105263157,0.656,0.0
58604,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1705,3,10,140,75,10,26,18,0.2133333333333333,0.65,0.7140797500489258,0.7991700916397798,0.7673017825397856,0.45,0.4752046783625731,0.0
14918,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1689,9,10,140,75,10,52,30,0.1466666666666666,0.2222222222222222,0.175438824024728,0.6924273822429322,0.1411741943604688,0.9444444444444444,0.500848484848485,0.0
41335,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1736,9,10,140,75,10,47,28,0.1333333333333333,0.2105263157894736,0.3325152956726498,0.627658364505697,0.4222684992482939,0.3684210526315789,0.6776666666666666,0.0
58604,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1717,6,10,140,75,10,26,18,0.0533333333333333,0.3157894736842105,0.2691211807119051,0.622504140690363,0.252209599916134,0.3684210526315789,0.7167251461988305,0.0
45050,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1734,4,10,140,75,10,23,16,0.1333333333333333,0.2777777777777778,0.2275810830890815,0.6181449383789374,0.1883354662766427,0.6111111111111112,0.4647953216374269,0.0
45050,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,2018,5,10,140,75,10,23,16,0.16,0.35,0.4213765341517286,0.7106142473133216,0.4679368676988646,0.65,0.3981286549707603,0.0
41335,22222,10,20,False,5,1.0,stratified,zero,4,0.75,0.99,gpt,1788,12,10,140,75,10,47,28,0.2933333333333333,0.631578947368421,0.6514925211377285,0.6507869904624574,0.6635862539683623,0.1052631578947368,0.7953333333333333,0.0
